# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,gen_rewards,gg_loss,generator_entropy_loss,generator_baseline_loss,mean_intrinsic_rewards,mean_episode_steps,ex_reward,generator_current_target
0,1633862141.8528543,0,0.013000644743442535,0.0,0.05757223814725876,0.05209145322442055,-0.09666305035352707,,,,,,,,
1,1633862151.061075,800,-0.20619148015975952,0.0,-0.837974488735199,0.7285932898521423,-0.09681028872728348,,,,,,,,
2,1633862160.3797748,1600,36.427589416503906,0.0,34.85002136230469,1.6720142364501953,-0.09444587677717209,,,,,,,,
3,1633862169.6475012,2400,-149.456298828125,0.0,-181.60305786132812,32.2420768737793,-0.09531436115503311,,,,,,,,
4,1633862178.7232113,3200,-2.723236322402954,0.0,-2.6980555057525635,0.07019437849521637,-0.09537538886070251,,,,,,,,
5,1633862188.0022805,4000,14.258464813232422,0.0,13.937865257263184,0.4152737259864807,-0.09467412531375885,,,,,,,,
6,1633862197.0087945,4800,-61.34827423095703,0.0,-65.37263488769531,4.118895530700684,-0.09453492611646652,,,,,,,,
7,1633862206.3993213,5600,40.1794548034668,0.13134765625,37.522926330566406,2.7524170875549316,-0.09589085727930069,0.18437498807907104,0.7811399102210999,-0.20791704952716827,0.0591401606798172,0.14980468153953552,189.78125,0.01641845703125,7.0
8,1633862215.3898993,6400,-39.375450134277344,0.0,-40.74575424194336,1.4664671421051025,-0.09616643190383911,,,,,,,,
9,1633862224.403339,7200,49.068546295166016,0.35761719942092896,43.869537353515625,5.294665336608887,-0.09565678983926773,,,,,,,,
10,1633862233.3552957,8000,-15.894021987915039,0.15148437023162842,-18.835891723632812,3.0362765789031982,-0.09440716356039047,,,,,,,,
11,1633862242.6535013,8800,44.05100631713867,0.36080726981163025,35.98174285888672,8.163662910461426,-0.09439945220947266,,,,,,,,
12,1633862251.7984369,9600,0.4169199764728546,0.17218750715255737,-4.131627082824707,4.642391204833984,-0.09384413808584213,,,,,,,,
13,1633862260.9496963,10400,-13.602148056030273,0.1396484375,-15.008191108703613,1.5000990629196167,-0.09405653178691864,,,,,,,,
14,1633862270.27764,11200,30.445518493652344,0.24140624701976776,25.922019958496094,4.617062568664551,-0.09356259554624557,0.36249998211860657,1.1240450143814087,-0.20789027214050293,0.0873429924249649,0.16232910752296448,156.15625,0.11860351264476776,7.0
15,1633862279.3780522,12000,-9.825589179992676,0.2744531035423279,-13.271369934082031,3.5344138145446777,-0.08863375335931778,,,,,,,,
16,1633862288.6098175,12800,28.63555145263672,0.5306640863418579,23.477014541625977,5.242771148681641,-0.08423398435115814,,,,,,,,
17,1633862297.75078,13600,3.7732722759246826,0.4563615918159485,-2.0679357051849365,5.90306282043457,-0.0618547685444355,,,,,,,,
18,1633862307.1688204,14400,-5.8132734298706055,0.3211718797683716,-8.98528003692627,3.2470285892486572,-0.07502191513776779,0.8343749642372131,2.5304648876190186,-0.20780666172504425,0.123987577855587,0.19456787407398224,118.5,0.2938232421875,7.0
19,1633862316.3085597,15200,57.27794647216797,0.679073691368103,46.88502883911133,10.461210250854492,-0.0682908296585083,,,,,,,,
20,1633862325.5440161,16000,-27.896263122558594,0.4087499678134918,-34.29651641845703,6.458217620849609,-0.05796413868665695,,,,,,,,
